Latitude,Longitude,Infected,Population,Species,Road,River,1KM,3KM,5KM,10KM
15.756973,121.05397,0,38000,0,3.278978679,320.5964784,0,4,3,6
15.69071,120.933608,0,36000,0,35.47946406,119.7312692,2,5,2,16
15.433163,120.85506,0,38000,0,3.682848054,488.5971567,4,0,2,8
15.513132,121.063852,0,22000,0,4.78219166,524.3415088,2,8,4,16
15.41609,121.059067,0,20000,0,5.239858131,771.7025775,1,7,14,45
15.418583,121.06674,0,36000,0,8.288471985,740.1423225,2,5,12,45
15.386603,121.043438,0,2500,0,10.94808085,425.7995687,2,18,22,31
15.822938,120.720032,0,288000,0,89.95114256,726.5105009,0,3,5,6
15.366627,120.966662,0,80000,0,7.996668545,526.8615285,3,5,7,45
15.37016,121.007318,0,70000,0,97.47558484,195.5244919,1,18,22,34
15.739883,121.09904,0,19000,0,0.216031578,274.6265539,0,0,3,6
15.81811,120.65472,0,216000,0,0.672181983,1444.770198,1,2,2,10
15.5446,121.100835,0,4500,0,4.183571524,1066.279592,0,3,1,21
15.50776,121.051697,0,38000,0,5.681402654,244.281345,4,6,6,18
15.74417,121.067432,0,10000,0,52.41942443,870.8811888,0,3,5,3
15.40259,121.024277,0,45000,0,21.15666448,218.7250228,1,17,17,36
15.454663,121.017553,0,76000,0,4.601037853,678.4931184,2,0,9,53
15.765515,120.864497,0,56000,0,0.894399,1162.912426,0,3,3,12
15.824147,120.659953,0,38000,0,3.790462851,852.0016919,1,2,2,10
15.302423,120.987717,0,240000,0,9.03447491,531.5612211,1,4,7,54
15.89915,120.917298,0,25000,0,1.142735129,692.6502841,1,2,1,2
15.546267,120.77793,0,18000,0,7.508150348,956.1271346,4,1,3,3
15.586962,120.937188,0,40000,0,0.425031676,642.9393084,0,2,3,7
15.288898,120.872695,0,35000,0,3.011599245,580.3677954,2,6,7,15
15.279143,121.038507,0,114000,0,7.54155325,1270.45102,0,9,5,28
15.396718,121.101367,0,16000,0,9.244084306,563.1035405,1,2,5,39
15.451373,120.876058,0,50000,0,0.042163237,192.2400976,0,1,7,3
15.818393,120.698457,0,60000,0,21.17319175,1370.499192,2,4,3,4
15.562355,120.839082,0,10000,0,3.196556387,52.36179163,0,2,2,10
15.302622,120.975755,0,35000,0,6.895564138,316.6622058,0,5,2,55
15.460457,121.051565,0,38000,0,10.44475127,396.9162169,3,0,16,40
15.29352,120.865698,0,76000,0,3.730631214,166.6845986,1,4,8,17
15.512955,121.064172,0,20000,0,6.631804925,541.3955658,2,8,4,16
15.377498,120.97959,0,70000,0,18.3596644,28.08824844,3,6,18,40
15.235893,120.858077,0,28000,0,4.750294691,210.7798543,0,5,6,21
15.529992,121.095858,0,28000,0,76.37797128,480.1258243,2,2,4,21
15.498597,121.05234,0,80000,0,6.164682188,1255.024341,4,6,7,18
15.380043,121.027885,0,74000,0,10.05163171,666.1858104,5,23,11,38
15.316108,121.052098,0,11000,0,17.30899033,695.6613735,2,3,6,52
15.323273,121.050538,0,42000,0,1.552483746,216.1076281,1,4,7,56
15.361372,120.859222,0,18000,0,6.369861791,1508.539977,0,0,5,19
15.658305,120.86403,0,38000,0,38.59926349,1445.618744,1,1,0,18
15.55719,121.169565,0,25000,0,54.93470543,46.35634974,0,0,0,11
15.431932,120.859305,0,144000,0,13.95442507,651.6778529,3,2,1,8
15.371995,121.049773,0,150000,0,6.331387343,89.35554696,1,15,20,33
15.36497,121.038468,0,90000,0,2.8632921,559.8114044,1,16,22,34
15.362192,121.038322,0,57000,0,1.817174506,766.4162468,2,15,22,35
15.36425,120.932845,0,40000,0,24.77413999,124.0499945,1,2,6,40
15.329153,121.017672,0,12000,0,5.792939045,785.0992247,1,4,19,48
15.419183,121.026788,0,5000,0,22.41092621,271.5639806,0,9,21,45
15.494813,121.058462,0,120000,0,55.4808646,1515.874251,2,8,6,19
15.402232,120.767965,0,16000,0,56.66562768,762.8756313,0,1,2,14
15.746463,120.765278,0,76000,0,1.706185879,288.8214907,0,0,1,9
15.395215,121.075837,0,152000,0,0.439431772,508.1460684,0,8,12,39
15.696882,121.188142,0,36000,0,9.085508727,717.7046336,0,0,1,2
15.725265,120.898698,0,70000,0,2.991384557,205.6152684,1,5,7,13
15.702703,120.894698,0,10000,0,4.016339686,466.7223917,0,5,8,14
15.36987,120.964977,0,45000,0,29.92330493,135.6369139,3,5,7,45
15.252882,120.87599,0,76000,0,0.355794547,310.3752013,0,7,8,17
15.6432,121.194403,0,56000,0,205.1526919,868.2459099,0,1,0,7
15.37398,120.980215,0,38000,0,18.2332151,326.5508647,3,7,18,41
15.378308,120.983245,0,240000,0,162.748183,90.33442606,3,7,19,38
15.410292,121.005287,0,25000,0,43.50746809,254.4949455,0,8,20,40
15.218912,120.83688,0,18000,0,3.305367427,1.320931459,3,5,3,21
15.614283,121.114313,0,40000,0,44.86084781,729.5979608,3,1,1,10
15.820453,120.689503,0,35000,0,1.279313346,1125.778124,1,4,4,4
15.436802,120.7791,0,114000,0,2.023890916,265.7430255,0,2,2,12
15.695763,120.92912,0,36000,0,6.738304089,249.0867071,1,6,6,13
15.652907,120.959682,0,38000,0,2.957670184,362.6663784,0,0,2,16
15.312337,120.995843,0,22000,0,7.099747323,488.0169036,2,6,5,60
15.504515,120.970657,0,20000,0,0.592072055,507.2365784,0,2,4,20
15.397715,121.015878,0,2500,0,11.21424797,370.8823091,2,18,16,40
15.77748,121.054368,0,288000,0,3.544742755,1556.475942,2,2,1,7
15.310002,120.918982,0,19000,0,2.234277828,395.2895556,0,2,6,35
15.282665,120.914155,0,216000,0,10.53032037,925.1936903,1,2,10,18
15.251985,121.015915,0,4500,0,0.606695024,157.9852381,0,7,8,28
15.381932,121.005438,0,38000,0,4.071950976,15.83698056,1,20,19,35
15.377192,121.071022,0,10000,0,23.41550688,590.6925954,2,5,16,39
15.409237,121.02252,0,45000,0,132.3158563,616.1452785,1,11,19,39
15.399433,121.106027,0,76000,0,6.928126716,629.4823656,1,1,4,37
15.265543,121.03258,0,92000,0,4.236576218,916.1938653,1,8,7,26
15.606847,121.121187,0,36000,0,20.01952052,255.5740012,3,1,0,9
15.5125,121.068013,0,57000,0,0.965272008,720.2691109,2,9,4,14
15.699492,121.120602,0,38000,0,7.387879807,966.9000397,0,0,0,12
15.366782,120.92937,0,36000,0,0.891681014,273.6662042,1,2,7,34
15.528502,120.925555,0,38000,0,0.932152927,444.1111727,0,2,2,10
15.698947,120.885505,0,22000,0,10.39625694,757.403033,0,3,6,17
15.72935,121.066258,0,38000,0,75.13231627,533.6330784,0,2,3,7
15.381187,121.072462,0,10000,0,4.729184379,342.5552494,1,7,15,40
15.315713,120.99906,0,45000,0,14.72977844,704.511157,2,7,4,59
15.547305,120.777853,0,76000,0,7.062467957,882.9384926,3,2,3,3
15.373245,121.020343,0,38000,0,15.7346059,89.34398161,5,18,16,39
15.535258,120.93665,0,105000,0,213.302122,371.5028924,0,2,6,7
15.765877,121.004397,0,76000,0,0.890243585,315.4692931,0,1,1,17
15.34168,120.834242,0,55000,0,10.7462632,2064.103067,1,0,2,17
15.339048,120.840618,0,90000,0,3.395860794,1614.688584,1,0,2,19
15.578648,120.833392,0,57000,0,59.49127789,417.2758005,0,2,2,10
15.689592,120.701517,0,40000,0,18.07049539,142.0785656,0,0,0,8
15.424188,121.06547,0,12000,0,1.25808364,157.8400458,1,5,12,48
15.353565,120.887237,0,28000,0,21.92450804,780.2802172,0,1,5,26
15.315073,120.90122,0,28000,0,106.0015151,166.5174988,0,2,11,24
15.764762,121.065027,0,80000,0,70.16043173,1640.900419,0,5,2,5
15.25017,120.850585,0,74000,0,5.25594871,417.3665798,0,3,10,18
15.305807,121.039018,0,11000,0,1.627370217,571.5245259,1,5,14,41
15.307715,121.040297,0,42000,0,1.455475619,534.0319295,2,3,15,42
15.307927,121.04864,0,18000,0,858.4982084,208.6416119,2,4,9,44
15.50357,121.052778,0,38000,0,5.205570472,721.9179509,5,5,6,19
15.359895,121.05593,0,25000,0,6.163947688,76.18494749,0,10,18,45
15.320717,120.864335,0,120000,0,7.365404535,1598.205745,0,0,11,16
15.37627,121.015482,0,44000,0,34.68511566,304.6698072,3,18,18,38
15.783608,121.052183,0,105000,0,111.0379196,840.9856835,2,2,1,8
15.392545,120.943117,0,76000,0,12.51638794,317.3191304,0,1,10,34
15.546675,120.777933,0,40000,0,0.439208441,929.2317656,4,1,3,3
15.483443,121.010308,0,18000,0,2.536948508,190.301272,1,3,8,26
15.61845,120.92536,0,14000,0,3.219573967,434.1366311,0,0,3,17
15.422577,120.772532,0,280000,0,6.293506684,335.8537649,0,3,1,13
15.430128,120.79656,0,109461,0,6.806285548,166.333757,0,2,1,11
15.399213,121.041867,0,38000,0,7.843067708,314.3228165,0,18,25,26
15.21078,120.808528,0,140000,0,8.944558821,1039.75563,3,2,5,16
15.286103,121.01549,0,40000,0,18.56107034,363.2418758,0,7,13,26
15.534708,121.096425,0,76000,0,1.790968486,92.31686843,2,2,3,22
15.539653,120.783118,0,92000,0,59.36007783,782.0820054,2,3,3,4
15.804493,120.795243,0,36000,0,1.674598636,1220.324825,0,0,1,11
15.462167,121.018732,0,12000,0,3.550476069,525.8873123,2,1,8,46
15.21994,120.835423,0,20000,0,1.853045609,194.3457248,3,4,4,21
15.408857,121.080698,0,38000,0,13.1991844,222.7794861,0,7,8,41
15.291655,121.0264,0,76000,0,4.812202925,370.0060143,0,10,11,27
15.888773,120.909732,0,105000,0,1.604947338,990.2330428,0,4,1,2
15.378918,121.023343,0,76000,0,24.14601637,618.7030997,6,22,11,39
15.366967,120.963462,0,40000,0,20.90810704,279.9352434,3,5,8,44
15.522503,120.96922,0,30000,0,2.914494014,234.0502374,0,2,3,18
15.340188,121.005577,0,90000,0,6.060135664,748.9967379,1,4,21,52
15.379377,120.982112,0,57000,0,26.61422734,258.0862257,3,7,18,39
15.837817,121.034777,0,40000,0,114.7834869,8.577643111,0,0,0,8
15.32478,121.0177,0,12000,0,12.36969582,1132.415131,1,5,16,49
15.72229,120.893617,0,5000,0,1.930663181,526.3029381,1,5,4,16
15.388745,121.011585,0,120000,0,47.82796769,476.7244286,3,19,14,41
15.560507,120.809225,0,16000,0,67.91388604,648.9911862,1,1,8,1
15.715862,120.881677,0,14000,0,5.1983292,423.0194019,0,6,3,16
15.437002,120.849093,0,280000,0,11.71869543,231.0458476,1,3,3,6
15.378667,121.023487,0,109461,0,16.50310282,586.9565364,6,21,12,39
15.364002,121.020667,0,38000,0,0.220942626,605.6564316,1,18,19,40
15.817027,120.7075,0,140000,0,5.322342574,810.6263083,1,3,3,7
15.394072,121.018735,0,80000,0,0.16851683,118.886915,4,18,16,37
15.369787,121.048715,0,140000,0,5.260715575,107.3070901,1,15,19,35
15.572253,120.91294,0,37000,0,4.391669888,633.3471158,1,0,4,9
15.284592,120.908152,0,75000,0,3.453825918,1239.624213,1,2,12,17
15.506838,121.012383,0,6000,0,5.962915171,320.9719885,0,2,11,19
15.463457,120.835422,0,81000,0,2.432630989,676.5331589,0,1,6,6
15.851868,120.923182,0,74000,0,2.223439831,141.515337,0,2,1,7
15.426542,120.85212,0,40000,0,3.729117923,1265.353052,3,1,2,10
15.466393,121.058077,0,12000,0,43.22058827,429.9316703,2,1,14,36
15.744515,120.861908,0,5000,0,1.257442825,533.7791555,0,4,3,19
15.705657,120.9387,0,120000,0,2.124314358,279.4767478,3,5,3,16
15.420847,121.044745,0,16000,0,54.69046799,269.643241,0,9,16,44
15.28416,120.878563,0,90000,0,1.841641938,271.2658698,1,7,8,14
15.483972,120.897472,0,57000,0,23.16869283,206.0032701,0,0,2,14
15.788003,120.879238,0,40000,0,24.66323837,210.5206867,0,2,0,17
15.384475,121.035012,0,12000,0,7.557267076,421.8125644,3,21,15,35
15.386385,121.026697,0,90000,0,3.550845384,386.8851969,6,22,12,35
15.503913,121.044692,0,57000,0,1.2224477,906.1033714,4,6,7,18
15.262255,120.912898,0,40000,0,7.672569622,115.7312936,0,3,8,18
15.609142,121.120575,0,12000,0,3.263253134,400.274672,4,0,0,10
15.591262,121.075708,0,5000,0,1.936220954,401.4672727,0,1,1,14
15.655323,121.185077,0,120000,0,9.678548622,626.8096077,0,1,1,6
15.474538,121.09195,0,16000,0,25.41336063,465.7896138,0,0,8,30
15.354833,121.035135,0,40000,0,18.71900475,63.41689687,1,11,25,41
15.333107,121.05423,0,12000,0,10.11588257,447.8197945,0,4,11,58
15.825748,120.972362,0,5000,0,7.736698989,817.5314838,0,0,0,12
15.578745,120.94396,0,120000,0,6.14791509,198.3058086,0,2,4,6
15.605543,121.057578,0,16000,0,7.866794158,178.3849846,0,1,0,10
15.264402,120.883848,0,80000,0,17.19922045,191.9938903,2,5,9,15
15.267228,120.87923,0,20000,0,47.49819557,54.10260356,3,4,8,18
15.36699,121.009437,0,5000,0,92.19432397,101.4062408,2,14,26,33
15.372848,121.067385,0,40000,0,51.66590039,484.2101866,1,7,16,37
15.214037,120.811048,0,76000,0,7.475909644,918.4423359,3,4,2,19
15.213152,120.81266,0,92000,0,1.692946192,947.8780721,3,5,1,17
15.705647,120.938802,0,36000,0,12.92677776,290.3804841,3,5,3,16
15.700803,120.940022,0,12000,0,4.371453298,174.2452847,2,5,3,17
15.399962,121.054322,0,20000,0,7.104113615,556.8793434,0,12,23,30
15.55902,120.768143,0,38000,0,17.16949491,613.2200623,0,5,2,5
15.723008,120.87225,0,76000,0,48.33659295,57.89719602,0,5,4,16
15.653213,121.030538,0,105000,0,60.11233438,521.1781345,0,0,0,7
15.564742,120.814912,0,76000,0,3.757907345,882.5014435,1,3,5,1
15.350725,120.921643,0,40000,0,24.0071981,469.6076671,0,3,5,34
15.374278,120.942132,0,18000,0,2.10021226,6.181970524,0,6,6,38
15.344648,120.901337,1,13000,0,39.92849944,646.3616598,0,2,6,26
15.496628,121.065198,0,37000,0,17.50770963,1372.957445,1,9,8,16
15.381912,121.005427,0,288000,0,5.326371449,17.07415195,1,20,19,35
15.266555,121.022928,0,80000,0,2.571035317,525.8095232,0,9,5,27
15.336432,121.004847,0,70000,0,24.78132653,1023.731014,1,4,16,56
15.597697,120.945983,0,19000,0,11.59149697,1755.126109,0,2,2,9
15.532253,121.090168,0,216000,0,7.533882759,356.4846584,2,2,5,20
15.377775,121.024843,0,4500,0,67.46636852,431.9185711,5,23,12,37
15.215493,120.840103,1,38000,0,1.467970108,4.081089784,3,3,5,20
15.214125,120.841305,1,10000,0,56.49857189,62.84975002,3,1,7,20
15.258837,120.86061,1,45000,0,11.44881981,84.68864317,0,7,5,20
15.395153,121.030522,0,76000,0,5.289154953,349.1488809,0,20,22,32
15.757012,120.966497,0,56000,0,41.63268748,48.27967754,0,0,5,19
15.564153,120.91059,0,38000,0,6.680348627,729.1687233,1,0,5,8
15.79524,120.85721,0,240000,0,3.29524413,929.5399223,0,1,2,11
15.786475,121.055233,0,25000,0,20.16914049,717.6383624,2,1,2,7
15.268992,121.045812,0,18000,0,6.440077064,535.2769028,1,5,9,26
15.477848,120.846168,0,40000,0,0.297746225,101.9798328,0,1,2,13
15.504265,121.04629,0,8000,0,41.39364801,773.7025303,5,5,7,18
15.273252,120.877653,0,90000,0,66.53375453,233.5947837,2,8,5,19
15.502612,121.048638,0,57000,0,3.470316383,842.1349921,5,5,7,18
15.36609,120.968945,0,40000,0,24.60969928,604.7163316,3,4,9,47
15.510905,121.09241,0,12000,0,6.722754724,97.38986039,0,4,10,14
15.817415,120.67829,0,5000,0,6.231834644,1341.044214,0,5,4,8
15.826515,120.68126,0,120000,0,1.605327784,411.2261087,0,5,3,8
15.774768,120.926972,0,16000,0,0.413598218,58.82087831,0,0,2,26
15.656203,120.867113,0,12000,0,4.656958989,1641.018815,1,0,1,19
15.426583,120.854587,0,40000,0,27.47510823,1215.083611,3,1,2,10
15.784342,120.702683,0,12000,0,16.56853083,75.78708388,0,0,6,7
15.36567,121.01713,0,5000,0,26.10312656,479.4035497,3,16,19,39
15.265565,120.875013,0,50000,0,7.79991807,525.5761968,3,4,8,18
15.54722,120.777947,0,38000,0,3.061484439,896.5009284,3,2,3,3
15.740328,120.930787,0,76000,0,44.98376217,966.9758667,0,1,10,15
15.72823,120.946697,0,45000,0,0.187683604,459.5089679,0,4,6,15
15.524645,120.912988,0,152000,0,17.73399532,638.8073411,0,2,2,10
15.899757,120.922448,0,40000,0,0.5471902,513.8159731,1,2,1,3
15.275717,121.024162,0,12000,0,19.49739397,814.6376718,1,8,9,26
15.27527,121.027098,0,5000,0,22.79203812,959.4738971,1,8,7,26
15.431357,121.050007,0,4500,0,2.378676136,92.15161442,0,5,14,53
15.707208,120.918402,0,38000,0,3.942952386,103.0850017,0,9,5,14
15.287347,120.928092,0,10000,0,5.295098785,815.9985506,0,3,2,33
15.74484,120.851223,0,45000,0,3.019940053,1355.970112,0,3,2,16
15.462687,121.018717,0,38000,0,5.399395333,482.3657975,2,2,7,45
15.820148,120.757555,0,76000,0,1.346928215,608.5312714,0,0,2,10
15.545978,120.81113,0,56000,0,11.6987343,635.1475176,0,2,8,2
15.73689,120.877743,0,76000,0,1.516988172,176.1282786,0,6,3,17
14.71283,120.511777,0,35000,0,35.46984127,190.2142606,3,14,9,28
14.88013,120.481642,0,35000,0,0.023696038,728.5383384,0,3,13,15
14.689712,120.498668,0,75000,0,1.573045497,175.7800753,3,15,9,23
14.902953,120.46492,0,150000,0,0.496651538,257.0140533,5,3,3,11
14.900048,120.461495,0,72000,0,25.28389585,140.7060946,2,6,3,10
14.797378,120.485503,0,31000,0,55.6181429,353.2740565,2,10,9,28
14.606472,120.55275,0,35000,0,8.23109606,403.1377702,1,4,3,10
14.784268,120.470157,0,136000,0,9.590053531,792.2632974,1,8,16,26
14.771253,120.440285,0,29000,0,0.219182302,517.8262733,0,3,5,37
14.776205,120.471127,0,87000,0,7.554590972,442.5085569,1,6,19,24
14.62248,120.531395,0,60000,0,61.22477159,440.4299712,1,4,5,20
14.759265,120.495477,0,1300,0,131.324515,280.3789238,2,10,11,32
14.740305,120.50113,0,28000,0,26.13593322,83.54586518,0,13,15,30
14.75575,120.507325,0,35000,0,276.3183174,72.62318181,2,9,10,34
14.740672,120.520953,0,35000,0,5.404672587,522.279267,0,7,20,30
14.749382,120.489985,0,28000,0,24.39151839,250.6822949,0,9,21,27
14.753063,120.499643,0,35000,0,42.76477792,277.0622684,3,11,14,27
14.75781,120.45804,0,12000,0,20.50108398,671.4112556,0,5,10,39
14.70714,120.503752,0,35000,0,1.671127103,97.19364263,6,13,7,29
14.709138,120.49085,0,38000,0,7.632155766,1.415111095,2,17,8,29
14.70915,120.49083,0,35000,0,7.560145175,1.339644283,2,17,8,29
14.708115,120.496018,0,35000,0,8.066236749,178.7704909,6,13,8,28
14.707663,120.502248,0,35000,0,6.2223824,83.37232093,6,13,7,29
14.76038,120.517773,0,38000,0,8.811403953,415.7102904,1,9,6,37
14.775982,120.510837,0,75000,0,5.417801644,160.7007258,1,8,12,30
14.775417,120.509407,0,130000,0,3.626421987,112.1529728,1,8,14,29
14.75925,120.49551,0,1100,0,133.1886481,277.1384115,2,10,11,32
14.81378,120.510332,0,11000,0,7.301053031,528.800419,1,2,10,30
14.795435,120.485033,0,10000,0,1.525324469,419.6493812,2,11,9,30
14.807052,120.502178,0,8000,0,2.549624065,400.2937778,1,6,10,26
14.813197,120.509402,0,10000,0,3.83128896,534.4115674,1,2,9,31
14.805707,120.49938,0,9000,0,24.74695884,638.1586405,1,7,9,26
14.686185,120.493458,0,40000,0,3.642573925,500.8266474,3,13,12,21
14.873428,120.488068,0,80000,1,2.270718938,753.1219513,1,3,10,17
14.916978,120.45571,0,15000,0,21.90421754,223.7210022,0,7,2,12
14.641702,120.478945,0,43000,0,12.45772624,445.4101504,0,5,5,27
14.799943,120.462438,0,138000,0,0.801692234,1044.081359,2,8,5,26
14.703693,120.504513,0,36000,0,48.26034655,272.9929209,4,15,7,26
14.786113,120.497097,0,100000,0,0.36888605,30.28938386,0,11,13,29
14.811387,120.470292,0,40000,0,14.7028763,1310.453277,1,7,7,27
14.89252,120.476135,0,20000,0,1.021049313,231.9670962,0,10,4,14
14.802133,120.460282,0,20000,0,2.020893588,713.0933619,1,8,6,26
14.909383,120.461768,0,38000,0,3.77241592,227.881769,5,3,2,12
14.909385,120.46208,0,24000,0,35.81695985,197.2339429,5,3,2,12
14.614787,120.527945,0,20000,0,94.63028202,341.0641626,1,4,4,16
14.68774,120.489663,0,130000,0,9.913845817,679.1043596,2,13,13,23
14.650388,120.487783,0,58000,0,15.18262943,521.7088483,0,9,6,23
14.761227,120.510482,0,216000,0,12.66486,113.3151451,2,9,9,33
14.463108,120.582862,0,40000,0,29.91494488,237.2281123,0,0,0,0
14.658453,120.464355,0,28000,0,2.932297056,864.1843826,0,3,8,26
14.793443,120.464805,0,38500,0,3.406225738,719.9988534,1,8,8,26
14.671692,120.490433,0,38000,0,81.7984771,838.5356153,1,7,16,23
14.60461,120.547445,0,20000,0,8.777997047,510.6419049,2,2,4,10
14.743373,120.47836,0,66000,0,0.410168233,170.2562848,0,8,21,29
14.867968,120.487943,0,66000,0,1.90700107,788.2116636,1,3,6,22
14.725913,120.507383,0,36000,0,3.334840709,634.1162148,1,15,13,31
14.689982,120.500367,0,115000,0,4.653222527,151.6835306,2,15,10,23
14.915272,120.467773,0,90000,0,0.209146024,137.1435493,4,4,1,16
14.600545,120.545532,0,40000,0,16.09694923,235.1962394,1,4,3,9
14.665022,120.522543,0,15000,0,105.420322,437.8336653,0,3,15,23
14.70058,120.494665,0,40000,0,6.787191558,398.8993202,1,16,8,28
14.646533,120.503582,0,20000,0,28.44214381,72.41020594,0,7,11,21
14.675338,120.493127,0,9500,0,0.394685335,590.6198988,1,8,18,22
14.728123,120.49559,0,25000,0,217.0196977,309.9543882,0,18,11,32
14.66209,120.499817,0,125000,0,12.10438968,661.0154857,0,8,11,23
14.858012,120.502197,0,65000,0,13.63477146,511.2954958,0,4,4,28
14.707172,120.503713,0,61000,0,2.431018911,102.5600982,6,13,7,29
14.91029,120.467893,0,25000,0,90.85293014,310.8498936,5,3,2,13
14.90696,120.465015,0,45000,0,0.337530514,170.8768981,6,2,3,11
14.570713,120.561137,0,80000,0,4.538780663,279.5761596,1,1,3,5
14.773365,120.500295,0,35000,0,20.34928981,272.4027427,0,11,14,28
14.803857,120.473892,0,75000,0,28.0617423,780.9194068,1,8,8,27
14.631467,120.499547,0,90000,0,0.840476655,140.02232,1,3,9,24
14.673387,120.477327,0,62000,0,3.621062772,729.0230905,0,8,14,23
14.757338,120.44005,0,190000,0,6.78722607,219.8299786,0,3,4,45
14.582173,120.56395,0,18000,0,33.50267874,249.365892,0,4,1,7
14.632097,120.49956,0,18000,0,1.191252798,209.6306438,1,3,9,24
14.720282,120.48601,0,20000,0,1.806300597,434.988959,0,16,11,33
14.704888,120.508952,0,115000,0,147.544216,40.64157835,7,11,8,26
14.63301,120.531488,0,18000,0,26.7030134,151.9380092,0,3,8,25
14.562208,120.561448,0,36000,0,38.64273413,522.2955325,1,1,3,3
14.61619,120.438168,0,440000,0,3.736408569,468.7803255,0,0,0,14
14.855785,120.42047,0,65000,0,4.04850202,135.3881697,0,0,0,24
14.826123,120.456765,0,72000,0,47.62743612,401.9313477,0,3,6,36
14.728025,120.507685,0,35000,0,234.1868677,404.2696427,1,16,12,30
14.793955,120.480603,0,14000,0,0.478227422,347.3318177,2,10,11,29
14.749665,120.447195,0,1300,0,44.33584114,116.0091258,0,3,4,48
14.713173,120.51172,0,20000,0,66.6510876,228.3075338,3,14,9,28
14.713137,120.5094,0,40000,0,10.57329796,224.5334238,6,11,9,29
14.653078,120.517978,0,13500,0,10.06501605,556.712359,0,4,13,24
14.820897,121.040892,0,6000,0,29.21637699,97.32746734,3,2,12,18
15.102372,120.995778,0,69000,0,6.037205485,360.8502726,2,5,13,29
14.86048,121.03661,0,15000,0,31.34066427,333.8971313,2,4,12,31
15.066332,120.909982,0,69000,0,2.802241831,567.3696483,1,68,97,129
14.996342,120.980175,0,2000,0,19.67952213,934.8216903,0,1,6,96
14.813678,120.987162,0,250000,0,4.606580895,475.8349615,1,2,6,32
14.89356,121.047752,0,300000,0,8.164539053,200.3413836,0,2,8,33
15.080273,120.969168,0,99000,0,9.510028416,1188.794475,1,13,12,156
14.979453,121.062303,0,45000,0,3.848641481,868.7960234,0,0,2,11
14.821493,121.081463,0,60000,0,1.320433933,105.4071008,1,3,4,14
15.199367,121.008098,0,47000,0,4.288945223,150.8579419,1,4,10,17
14.833858,121.057767,0,20000,0,7.170508535,266.781628,0,5,8,21
14.78463,120.9476,0,60000,0,32.96937474,199.6112212,0,1,3,12
14.934178,120.965862,0,100000,0,3.409103501,61.0780445,1,11,13,30
14.923438,120.961433,0,20000,0,76.93439355,94.50079884,3,14,10,35
14.926585,120.970063,0,84000,0,1.133715807,372.5006785,2,13,10,36
14.954432,120.866187,0,10000,0,50.61444347,278.192809,2,4,3,149
14.966442,120.944477,0,46000,0,1.725942266,432.2567121,2,3,6,139
15.065735,120.929033,0,16000,0,2.413896974,521.9140871,3,10,112,167
15.043212,120.982667,0,250000,0,9.35749687,369.2044995,0,5,11,141
14.87737,121.026845,0,104000,0,1.564676336,293.673529,1,9,8,42
15.101295,120.997308,0,40000,0,21.62796542,206.5031818,2,5,13,28
14.884247,120.821635,0,50000,0,19.50070647,121.3688874,0,3,4,14
14.885613,121.029857,0,100000,0,97.36175181,442.9856207,1,5,10,42
